OBS,mstatus,value
833,MALE_DIV,0
834,MALE_DIV,0
835,MALE_DIV,0
836,MALE_DIV,0
837,MALE_DIV,0
838,MALE_DIV,0
839,MALE_DIV,0
840,MALE_DIV,0
841,MALE_DIV,0
842,MALE_DIV,0
843,MALE_DIV,0
844,MALE_DIV,0
845,MALE_DIV,0
846,MALE_DIV,0
847,MALE_DIV,0
848,MALE_DIV,0
849,MALE_DIV,0
850,MALE_DIV,0
851,MALE_DIV,0
852,MALE_DIV,0
853,MALE_DIV,0
854,MALE_DIV,0
855,MALE_DIV,0
856,MALE_DIV,0
857,MALE_DIV,0
858,MALE_DIV,0
859,MALE_DIV,0
860,MALE_DIV,0
861,MALE_DIV,0
862,MALE_DIV,0
863,MALE_DIV,0
864,MALE_DIV,0
865,MALE_DIV,0
866,MALE_DIV,0
867,MALE_DIV,0
868,MALE_DIV,0
869,MALE_DIV,0
870,MALE_DIV,0
871,MALE_DIV,0
872,MALE_DIV,0
873,MALE_DIV,0
874,MALE_DIV,0
875,MALE_DIV,0
876,MALE_DIV,0
877,MALE_DIV,0
878,MALE_DIV,0
879,MALE_DIV,0
880,MALE_DIV,0
881,MALE_DIV,0
882,MALE_DIV,1
883,MALE_DIV,0
884,MALE_DIV,0
885,MALE_DIV,1
886,MALE_DIV,0
887,MALE_DIV,0
888,MALE_DIV,0
889,MALE_DIV,0
890,MALE_DIV,0
891,MALE_DIV,0
892,MALE_DIV,0
893,MALE_DIV,0
894,MALE_DIV,0
895,MALE_DIV,0
896,MALE_DIV,0
897,MALE_DIV,0
898,MALE_DIV,0
899,MALE_DIV,0
900,MALE_DIV,0
901,MALE_DIV,0
902,MALE_DIV,1
903,MALE_DIV,0
904,MALE_DIV,0
905,MALE_DIV,0
906,MALE_DIV,0
907,MALE_DIV,0
908,MALE_DIV,0
909,MALE_DIV,0
910,MALE_DIV,0
911,MALE_DIV,0
912,MALE_DIV,0
913,MALE_DIV,0
914,MALE_DIV,1
915,MALE_DIV,0
916,MALE_DIV,0
917,MALE_DIV,0
918,MALE_DIV,0
919,MALE_DIV,1
920,MALE_DIV,0
921,MALE_DIV,0
922,MALE_DIV,0
923,MALE_DIV,0
924,MALE_DIV,0
925,MALE_DIV,1
926,MALE_DIV,0
927,MALE_DIV,0
928,MALE_DIV,0
929,MALE_DIV,0
930,MALE_DIV,0
931,MALE_DIV,0
932,MALE_DIV,0
933,MALE_DIV,0
934,MALE_DIV,0
935,MALE_DIV,0
936,MALE_DIV,0
937,MALE_DIV,0
938,MALE_DIV,0
939,MALE_DIV,0
940,MALE_DIV,0
941,MALE_DIV,0
942,MALE_DIV,0
943,MALE_DIV,0
944,MALE_DIV,0
945,MALE_DIV,0
946,MALE_DIV,0
947,MALE_DIV,0
948,MALE_DIV,0
949,MALE_DIV,0
950,MALE_DIV,0
951,MALE_DIV,0
952,MALE_DIV,0
953,MALE_DIV,0
954,MALE_DIV,0
955,MALE_DIV,0
956,MALE_DIV,0
957,MALE_DIV,0
958,MALE_DIV,0
959,MALE_DIV,0
960,MALE_DIV,0
961,MALE_DIV,0
962,MALE_DIV,1
963,MALE_DIV,0
964,MALE_DIV,0
965,MALE_DIV,0
966,MALE_DIV,0
967,MALE_DIV,0
968,MALE_DIV,0
969,MALE_DIV,0
970,MALE_DIV,0
971,MALE_DIV,0
972,MALE_DIV,0
973,MALE_DIV,0
974,MALE_DIV,0
975,MALE_DIV,0
976,MALE_DIV,0
977,MALE_DIV,0
978,MALE_DIV,0
979,MALE_DIV,0
980,MALE_DIV,0
981,MALE_DIV,0
982,MALE_DIV,0
983,MALE_DIV,0
984,MALE_DIV,0
985,MALE_DIV,0
986,MALE_DIV,0
987,MALE_DIV,1
988,MALE_DIV,0
989,MALE_DIV,0
990,MALE_DIV,0
991,MALE_DIV,0
992,MALE_DIV,0
993,MALE_DIV,0
994,MALE_DIV,0
995,MALE_DIV,0
996,MALE_DIV,0
997,MALE_DIV,1
998,MALE_DIV,0
999,MALE_DIV,0
1000,MALE_DIV,0
1,MALE_SINGLE,1
2,MALE_SINGLE,0
3,MALE_SINGLE,1
4,MALE_SINGLE,1
5,MALE_SINGLE,1
6,MALE_SINGLE,1
7,MALE_SINGLE,1
8,MALE_SINGLE,1
9,MALE_SINGLE,0
10,MALE_SINGLE,0
11,MALE_SINGLE,0
12,MALE_SINGLE,0
13,MALE_SINGLE,0
14,MALE_SINGLE,1
15,MALE_SINGLE,0
16,MALE_SINGLE,0
17,MALE_SINGLE,1
18,MALE_SINGLE,1
19,MALE_SINGLE,0
20,MALE_SINGLE,1
21,MALE_SINGLE,1
22,MALE_SINGLE,1
23,MALE_SINGLE,1
24,MALE_SINGLE,1
25,MALE_SINGLE,0
26,MALE_SINGLE,1
27,MALE_SINGLE,0
28,MALE_SINGLE,0
29,MALE_SINGLE,1
30,MALE_SINGLE,1
31,MALE_SINGLE,0
32,MALE_SINGLE,1
33,MALE_SINGLE,1
34,MALE_SINGLE,1
35,MALE_SINGLE,0
36,MALE_SINGLE,1
37,MALE_SINGLE,1
38,MALE_SINGLE,1
39,MALE_SINGLE,1
40,MALE_SINGLE,1
41,MALE_SINGLE,1
42,MALE_SINGLE,0
43,MALE_SINGLE,1
44,MALE_SINGLE,0
45,MALE_SINGLE,0
46,MALE_SINGLE,0
47,MALE_SINGLE,1
48,MALE_SINGLE,0
49,MALE_SINGLE,1
50,MALE_SINGLE,0
51,MALE_SINGLE,1
52,MALE_SINGLE,1
53,MALE_SINGLE,1
54,MALE_SINGLE,1
55,MALE_SINGLE,1
56,MALE_SINGLE,1
57,MALE_SINGLE,1
58,MALE_SINGLE,0
59,MALE_SINGLE,0
60,MALE_SINGLE,0
61,MALE_SINGLE,0
62,MALE_SINGLE,1
63,MALE_SINGLE,1
64,MALE_SINGLE,1
65,MALE_SINGLE,0
66,MALE_SINGLE,1
67,MALE_SINGLE,0
68,MALE_SINGLE,0
69,MALE_SINGLE,1
70,MALE_SINGLE,0
71,MALE_SINGLE,0
72,MALE_SINGLE,1
73,MALE_SINGLE,1
74,MALE_SINGLE,0
75,MALE_SINGLE,1
76,MALE_SINGLE,1
77,MALE_SINGLE,1
78,MALE_SINGLE,1
79,MALE_SINGLE,1
80,MALE_SINGLE,0
81,MALE_SINGLE,0
82,MALE_SINGLE,1
83,MALE_SINGLE,0
84,MALE_SINGLE,0
85,MALE_SINGLE,1
86,MALE_SINGLE,0
87,MALE_SINGLE,0
88,MALE_SINGLE,1
89,MALE_SINGLE,1
90,MALE_SINGLE,1
91,MALE_SINGLE,1
92,MALE_SINGLE,1
93,MALE_SINGLE,0
94,MALE_SINGLE,1
95,MALE_SINGLE,1
96,MALE_SINGLE,1
97,MALE_SINGLE,0
98,MALE_SINGLE,1
99,MALE_SINGLE,1
100,MALE_SINGLE,1
101,MALE_SINGLE,0
102,MALE_SINGLE,1
103,MALE_SINGLE,0
104,MALE_SINGLE,1
105,MALE_SINGLE,0
106,MALE_SINGLE,1
107,MALE_SINGLE,1
108,MALE_SINGLE,1
109,MALE_SINGLE,0
110,MALE_SINGLE,0
111,MALE_SINGLE,0
112,MALE_SINGLE,0
113,MALE_SINGLE,1
114,MALE_SINGLE,0
115,MALE_SINGLE,0
116,MALE_SINGLE,1
117,MALE_SINGLE,0
118,MALE_SINGLE,0
119,MALE_SINGLE,0
120,MALE_SINGLE,0
121,MALE_SINGLE,0
122,MALE_SINGLE,0
123,MALE_SINGLE,1
124,MALE_SINGLE,1
125,MALE_SINGLE,0
126,MALE_SINGLE,1
127,MALE_SINGLE,0
128,MALE_SINGLE,1
129,MALE_SINGLE,1
130,MALE_SINGLE,0
131,MALE_SINGLE,0
132,MALE_SINGLE,1
133,MALE_SINGLE,1
134,MALE_SINGLE,1
135,MALE_SINGLE,0
136,MALE_SINGLE,0
137,MALE_SINGLE,1
138,MALE_SINGLE,1
139,MALE_SINGLE,1
140,MALE_SINGLE,0
141,MALE_SINGLE,0
