"C7R4RSCL","C7R4MSCL","C7R2SSCL","C7SDQRDC","C7SDQMTC","C7BMI","P7FSRAW","P7FSSCAL","P7NUMSIB","P7LESS18","P7OVER18","P7HTOTAL","S7FLCH_I","F7SPECS","R7REGION","R7AGE","R7ELIG","R7R6SCHG","P7FSSTAT","P7FSCHST","P7HFAMIL","T7GLVL","S7SCTYP","S7ENRLS","S7MINOR","S7PUPRI","S7RLCH_I","C7SAFE","C7ANGRY","C7LIKRD","C7LONLY","C7SAD","C7LIKMTH","C7WRYWEL","C7ENJRD","C7WRYFIN","C7ENJMTH","C7ASHAME","C7FLGOOD","C7NOCNTR","C7USELES","C7NOGOOD","C7NOPRD","C7DESCWT","C7TRYWT","P7SAFEGO","P7SAFEPL","P7SAFE","P7DRUGS","P7CONEMO","P7EVEMO","P7DEPRES","P7SAD","P7SAFEA","G7EMOPRB","S7DRUGS","S7GANGS","S7CRIME","GENDER","RACE","W8POVRTY","W8SESL","W8PARED","W8INCCAT"
-1.06755634581967,-1.5809340722573,-1.96967546036424,0.432387011284401,-0.619775881576815,1.35424615921478,0.659247041357226,2.00164549299576,2.23768869773988,1.55762966819711,1.0406205805712,1.89526921630504,2.47361431326482,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","PUBLIC","NOT ASCERTAINED","75% OR MORE","PUBLIC","LESS THAN 1%","ALWAYS","A LITTLE BIT TRUE","VERY TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","VERY TRUE","VERY TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","STRONGLY AGREE","DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","ABOUT THE RIGHT WEIGHT","LOSE WEIGHT","NO","NOT AT ALL SAFE","NEITHER AGREE NOR DISAGREE","DISAGREE","NO","NOT APPLICABLE","NEVER","SOME OF THE TIME","NOT APPLICABLE","NO",NA,NA,NA,"FEMALE","BLACK OR AFRICAN AMERICAN, NON-HISPANIC","BELOW POVERTY THRESHOLD",-1.14305506538444,"HIGH SCHOOL DIPLOMA/EQUIVALENT","$20,001 TO $25,000"
-1.60148631588054,-0.0996618026078458,-1.90095739683007,-0.175219532078451,0.535506701634222,-0.274139708364462,0.239641865408935,1.67095209059183,3.12336568850348,3.39763267994334,-0.196997410520052,2.64323499397727,1.09689360176651,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","175 TO LESS THAN 181","STUDENT ELIGIBLE","STUDENT MOVED FROM PUBLIC SCHOOL TO PUBLIC SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","1 PARENT PLUS SIBLINGS","SEVENTH GRADE","PUBLIC","300 - 499","75% OR MORE","PUBLIC","10% TO LESS THAN 25%","ALWAYS","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","VERY TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","MOSTLY TRUE","MOSTLY TRUE","MOSTLY TRUE","STRONGLY AGREE","AGREE","DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","SLIGHTLY UNDERWEIGHT","GAIN WEIGHT","NO","VERY SAFE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NO","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NO","SOMEWHAT OF A PROBLEM","SOMEWHAT OF A PROBLEM","SOMEWHAT OF A PROBLEM","MALE","BLACK OR AFRICAN AMERICAN, NON-HISPANIC","BELOW POVERTY THRESHOLD",-1.89946585408151,"HIGH SCHOOL DIPLOMA/EQUIVALENT","$5,000 OR LESS"
-1.52512155075216,-2.27833237289679,-0.943124037568766,-0.175219532078451,-0.812322978778654,0.680971233196442,-0.179963310539355,-0.368323890899042,0.46633471621267,-0.282373343549117,1.0406205805712,0.399337660960595,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT MOVED FROM PUBLIC SCHOOL TO PRIVATE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","1 PARENT PLUS SIBLINGS","EIGHTH GRADE","CATHOLIC","300 - 499","50% TO LESS THAN 75%","PRIVATE","NOT APPLICABLE","OFTEN","A LITTLE BIT TRUE","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","STRONGLY AGREE","AGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","SLIGHTLY OVERWEIGHT","LOSE WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE","BIG PROBLEM","BIG PROBLEM","BIG PROBLEM","FEMALE","HISPANIC, RACE NOT SPECIFIED","AT OR ABOVE POVERTY THRESHOLD",-0.684248521420644,"HIGH SCHOOL DIPLOMA/EQUIVALENT","$40,001 TO $50,000"
-0.092580895527542,0.11932384515619,-1.22040745182943,0.432387011284401,-0.234681687173136,0.106115233240582,0.239641865408935,1.67095209059183,0.46633471621267,0.637628162323997,-0.196997410520052,0.399337660960595,-0.740851087476411,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT MOVED FROM PUBLIC SCHOOL TO PUBLIC SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","SEVENTH GRADE","PUBLIC","NOT ASCERTAINED","50% TO LESS THAN 75%","PUBLIC","1% TO LESS THAN 5%","SOMETIMES","MOSTLY TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","AGREE","DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY AGREE","ABOUT THE RIGHT WEIGHT","GAIN WEIGHT","NO","SOMEWHAT SAFE","STRONGLY AGREE","DISAGREE","NO","NOT APPLICABLE","NEVER","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE",NA,NA,NA,"FEMALE","BLACK OR AFRICAN AMERICAN, NON-HISPANIC","BELOW POVERTY THRESHOLD",-1.82506479289819,"HIGH SCHOOL DIPLOMA/EQUIVALENT","$5,000 OR LESS"
-0.813214924004331,0.09695203045338,0.498146926555707,-0.377755046532735,-0.234681687173136,-3.35420473536532,0.659247041357226,2.00164549299576,-0.419342274550932,-1.20237484942223,-0.196997410520052,-1.09659389438386,2.31259216220491,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","1 PARENT PLUS SIBLINGS","EIGHTH GRADE","PUBLIC","NOT ASCERTAINED","75% OR MORE","PUBLIC","LESS THAN 1%","SOMETIMES","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","AGREE","DISAGREE","AGREE","DISAGREE","AGREE","SLIGHTLY UNDERWEIGHT","GAIN WEIGHT","NO","SOMEWHAT SAFE","AGREE","DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","SOME OF THE TIME","NO",NA,NA,NA,NA,"MALE","HISPANIC, RACE NOT SPECIFIED","AT OR ABOVE POVERTY THRESHOLD",-0.448645161006803,"SOME COLLEGE","$25,001 TO $30,000"
-0.552327950892275,-1.25955434950733,-1.14385311789225,-0.782826075441302,-1.19741717318233,1.06681815923685,NA,NA,NA,NA,NA,NA,2.47361431326482,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT MOVED FROM PUBLIC SCHOOL TO PUBLIC SCHOOL",NA,NA,NA,"EIGHTH GRADE","PUBLIC","NOT ASCERTAINED","75% OR MORE","PUBLIC","LESS THAN 1%","SOMETIMES","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","MOSTLY TRUE","NOT AT ALL TRUE","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","AGREE","DISAGREE","AGREE","AGREE","AGREE","VERY OVERWEIGHT","LOSE WEIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FEMALE","HISPANIC, RACE SPECIFIED",NA,NA,NA,NA
-5.55967469288173,-0.754467609870835,0.0786050649786965,-0.377755046532735,1.11314799323974,-0.118682541061223,-0.179963310539355,-0.368323890899042,0.46633471621267,0.637628162323997,-0.196997410520052,0.399337660960595,-0.27870630589611,"STUDENT GOT SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","NOT ASCERTAINED","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","SEVENTH GRADE","PUBLIC","500 - 749","LESS THAN 10%","PUBLIC","10% TO LESS THAN 25%","OFTEN","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","VERY TRUE","VERY TRUE","VERY TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","VERY TRUE","A LITTLE BIT TRUE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","SLIGHTLY UNDERWEIGHT","GAIN WEIGHT","NO","SOMEWHAT SAFE","AGREE","DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","NEVER","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","SOMEWHAT OF A PROBLEM","MALE","HISPANIC, RACE SPECIFIED","AT OR ABOVE POVERTY THRESHOLD",-0.411444630415143,"SOME COLLEGE","$40,001 TO $50,000"
0.504622737068274,0.189881106911202,-0.553721677541827,-9.28931768252122,-8.89930106125591,-3.35420473536532,NA,NA,NA,NA,NA,NA,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT MOVED FROM PRIVATE SCHOOL TO PRIVATE SCHOOL",NA,NA,NA,"EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","10% TO LESS THAN 25%","PRIVATE","NOT APPLICABLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT APPLICABLE","NOT ASCERTAINED","NOT ASCERTAINED","NOT ASCERTAINED","MALE","WHITE, NON-HISPANIC",NA,NA,NA,NA
0.507116280419404,0.913523267105913,0.801350312149438,0.432387011284401,0.342959604432382,-0.105261778416339,-0.179963310539355,-0.368323890899042,1.35201170697627,1.55762966819711,-0.196997410520052,1.14730343863282,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","VERY TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT ASCERTAINED","A LITTLE BIT TRUE","A LITTLE BIT TRUE","STRONGLY AGREE","STRONGLY DISAGREE","DISAGREE","DISAGREE","DISAGREE","ABOUT THE RIGHT WEIGHT","STAY THE SAME WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","NEVER","NEVER","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",2.34139463336764,"DOCTORATE OR PROFESSIONAL DEGREE","$200,001 OR MORE"
0.872420381360061,0.777141242859941,0.00627026125852201,-0.580290560987019,-1.00487007598049,0.881164275982627,-0.179963310539355,-0.368323890899042,3.12336568850348,0.637628162323997,3.51585656275371,2.64323499397727,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","SOMETIMES","NOT AT ALL TRUE","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","AGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","SLIGHTLY OVERWEIGHT","LOSE WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",1.62218437526223,"DOCTORATE OR PROFESSIONAL DEGREE","$200,001 OR MORE"
0.557298840360911,1.00473143474044,0.499955296648712,0.0273159823758329,-0.812322978778654,0.244796447237716,-0.179963310539355,-0.368323890899042,-0.419342274550932,-0.282373343549117,-0.196997410520052,-0.34862811671163,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT MOVED FROM PRIVATE SCHOOL TO PRIVATE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","150 - 299","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","MOSTLY TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","AGREE","DISAGREE","DISAGREE","DISAGREE","STRONGLY DISAGREE","SLIGHTLY OVERWEIGHT","STAY THE SAME WEIGHT","NO","VERY SAFE","AGREE","DISAGREE","NO","NOT APPLICABLE","NEVER","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","FEMALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",0.989775355204021,"BACHELOR'S DEGREE","$75,001 TO $100,000"
1.11055377139305,1.15445050236693,0.730221088491267,0.0273159823758329,-0.0421345899712965,0.0938128674827718,-0.179963310539355,-0.368323890899042,1.35201170697627,1.55762966819711,-0.196997410520052,1.14730343863282,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","OFTEN","MOSTLY TRUE","MOSTLY TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","AGREE","AGREE","DISAGREE","DISAGREE","DISAGREE","SLIGHTLY OVERWEIGHT","LOSE WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","NEVER","NEVER","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",2.14299180354546,"DOCTORATE OR PROFESSIONAL DEGREE","$100,001 TO $200,000"
0.266177654116395,1.044742564882,0.875493485962617,-0.580290560987019,-0.812322978778654,-0.33788833092766,-0.179963310539355,-0.368323890899042,0.46633471621267,-0.282373343549117,1.0406205805712,0.399337660960595,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","SOMETIMES","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","AGREE","DISAGREE","DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","ABOUT THE RIGHT WEIGHT","I AM NOT TRYING TO DO ANYTHING ABOUT MY WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","NEVER","NEVER","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",1.63458455212611,"MASTER'S DEGREE (MA, MS)","$100,001 TO $200,000"
0.541402501497453,-0.145265886425111,-0.932876607041741,0.634922525738684,0.342959604432382,0.286177132059441,-0.179963310539355,-0.368323890899042,1.35201170697627,1.55762966819711,-0.196997410520052,1.14730343863282,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT MOVED FROM PRIVATE SCHOOL TO PRIVATE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","150 - 299","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","VERY TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","VERY TRUE","VERY TRUE","A LITTLE BIT TRUE","MOSTLY TRUE","MOSTLY TRUE","NOT AT ALL TRUE","AGREE","DISAGREE","DISAGREE","DISAGREE","DISAGREE","ABOUT THE RIGHT WEIGHT","LOSE WEIGHT","NO","SOMEWHAT SAFE","STRONGLY AGREE","DISAGREE","YES","NO","A MODERATE AMOUNT OF THE TIME","A MODERATE AMOUNT OF THE TIME","NOT APPLICABLE","NO","NO PROBLEM","NO PROBLEM","NO PROBLEM","FEMALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",0.171363682187518,"SOME COLLEGE","$75,001 TO $100,000"
-0.284272040645719,0.583969227445302,-0.522979385960754,-0.377755046532735,-0.812322978778654,0.30742667291384,-0.179963310539355,-0.368323890899042,3.12336568850348,2.47763117407023,1.0406205805712,2.64323499397727,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT MOVED FROM PRIVATE SCHOOL TO PRIVATE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","150 - 299","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","AGREE","STRONGLY DISAGREE","DISAGREE","DISAGREE","DISAGREE","ABOUT THE RIGHT WEIGHT","I AM NOT TRYING TO DO ANYTHING ABOUT MY WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","NEVER","NEVER","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","FEMALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",1.82058720508441,"DOCTORATE OR PROFESSIONAL DEGREE","$50,001 TO $75,000"
0.950655304001788,1.16090391045428,0.667530925267116,0.0273159823758329,0.728053798836061,0.58255230713396,-0.179963310539355,-0.368323890899042,0.46633471621267,-0.282373343549117,1.0406205805712,0.399337660960595,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","MOSTLY TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","VERY TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","STRONGLY AGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","DISAGREE","SLIGHTLY OVERWEIGHT","LOSE WEIGHT","NO","SOMEWHAT SAFE","NEITHER AGREE NOR DISAGREE","DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","NEVER","NOT APPLICABLE","NOT ASCERTAINED","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",0.865773586565157,"DOCTORATE OR PROFESSIONAL DEGREE","$35,001 TO $40,000"
0.446024468316701,0.859744866378006,0.84354561431954,-0.175219532078451,-0.234681687173136,0.685444820744737,NA,NA,NA,NA,NA,NA,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL",NA,NA,NA,"EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","MOSTLY TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","AGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","SLIGHTLY OVERWEIGHT","LOSE WEIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC",NA,NA,NA,NA
0.531428328092929,0.41445970835094,-0.195664399126964,-0.782826075441302,-0.234681687173136,-0.100788190868045,-0.179963310539355,-0.368323890899042,2.23768869773988,2.47763117407023,-0.196997410520052,1.89526921630504,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","169 TO LESS THAN 175","STUDENT ELIGIBLE","STUDENT DID NOT CHANGE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","500 - 749","LESS THAN 10%","PRIVATE","NOT APPLICABLE","SOMETIMES","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","DISAGREE","AGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","STRONGLY DISAGREE","ABOUT THE RIGHT WEIGHT","I AM NOT TRYING TO DO ANYTHING ABOUT MY WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","NEVER","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","MALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",0.853373409701271,"MASTER'S DEGREE (MA, MS)","$75,001 TO $100,000"
1.06317644772156,0.583969227445302,0.899002297171674,0.0273159823758329,-0.812322978778654,-0.156708035221727,-0.179963310539355,-0.368323890899042,1.35201170697627,1.55762966819711,-0.196997410520052,1.14730343863282,-1.11295796092344,"STUDENT DID NOT GET SPECIAL EDUCATION SERVICES","MIDWEST","163 TO LESS THAN 169","STUDENT ELIGIBLE","STUDENT MOVED FROM PRIVATE SCHOOL TO PRIVATE SCHOOL","FOOD SECURE","FOOD SECURE OR FOOD INSECURE WITHOUT HUNGER AMONG CHILDREN","2 PARENTS PLUS SIBLINGS","EIGHTH GRADE","OTHER RELIGIOUS","150 - 299","LESS THAN 10%","PRIVATE","NOT APPLICABLE","ALWAYS","A LITTLE BIT TRUE","VERY TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","A LITTLE BIT TRUE","NOT AT ALL TRUE","A LITTLE BIT TRUE","AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","SLIGHTLY UNDERWEIGHT","LOSE WEIGHT","NO","VERY SAFE","STRONGLY AGREE","STRONGLY DISAGREE","NO","NOT APPLICABLE","SOME OF THE TIME","SOME OF THE TIME","NOT APPLICABLE","NOT APPLICABLE","NO PROBLEM","NO PROBLEM","NO PROBLEM","FEMALE","WHITE, NON-HISPANIC","AT OR ABOVE POVERTY THRESHOLD",1.29977977680118,"MASTER'S DEGREE (MA, MS)","$75,001 TO $100,000"
